what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1269959408757
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1269959408942
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1269959410424
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1269959412173
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1269959414614
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1269959418382
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269959424110
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269959425456
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269959425775
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269959426071
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1269959426123
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269959427370
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269959449657
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1269959451468
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1269959455405
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1269959458403
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269959460072
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269959462089
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1269959466932
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269959467702
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269959470888
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1269959473026
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1269959473963
