what,kind,bundleId,bundleVersion,description,time
error,log,,,"Resource '/ParserCore/src/de/intentionalide/xml' does not exist.",1270025898932
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270025899053
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270025903101
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270025903296
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270025905431
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270025908646
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270025933387
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1270025936228
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1270025936848
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1270025936898
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1270025936949
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1270025937012
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1270025937081
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1270025937153
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1270025937226
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270025942349
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270025960672
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1270025960819
error,log,,,"Resource '/ParserCore/grammars/JavaScript.g' does not exist.",1270025970933
error,log,,,"Resource '/ParserCore/grammars/ES3.g' does not exist.",1270025971456
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270025976327
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270025977383
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270025984589
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270028708294
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270028710267
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270028791179
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270028791567
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270028806532
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270028806949
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270028928535
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270028930947
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270028996477
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270028998248
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270029009376
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270029010413
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270029170922
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270029175626
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270034965085
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1270034971287
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1270034979185
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1270034981928
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1270034993817
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1270034994878
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270034997035
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270035019179
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1270035031326
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270035036325
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270035064334
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1270035064505
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270035076817
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270035121931
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1270035124493
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1270035125036
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270035133780
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270035137855
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1270035137957
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270035147621
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270035148084
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270035151489
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270035159854
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1270035159991
opened,editor,org.deved.antlride.ui,2.0.1.201003182110,"org.deved.antlride.ui.antlrEditor",1270035161980
activated,editor,org.deved.antlride.ui,2.0.1.201003182110,"org.deved.antlride.ui.antlrEditor",1270035163723
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270035203611
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270035240659
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1270035243307
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270035244250
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270035248237
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1270035250562
